[INFO][2023-04-13 14:08:52][LINE:75][app]: {'destination': 'Ubd568cc17dd6ff7f9a6eed0cecf6b70a', 'events': [{'type': 'postback', 'postback': {'data': 'ES&ªO¾ô&BanQiao'}, 'webhookEventId': '01GXWKPA5ANWS65HKJR43ECXP4', 'deliveryContext': {'isRedelivery': False}, 'timestamp': 1681366132508, 'source': {'type': 'user', 'userId': 'U4482c45b10a321dc59e8602369c3a608'}, 'replyToken': 'd4cddfe736d840fa8eb2424c846893e1', 'mode': 'active'}]}
[INFO][2023-04-13 14:08:52][LINE:165][app]: BanQiao
[INFO][2023-04-13 14:08:52][LINE:511][app]: {}
[INFO][2023-04-13 14:09:05][LINE:75][app]: {'destination': 'Ubd568cc17dd6ff7f9a6eed0cecf6b70a', 'events': [{'type': 'postback', 'postback': {'data': 'chooseTime', 'params': {'datetime': '2023-04-13T14:08'}}, 'webhookEventId': '01GXWKPPWAXT0NMK8FE41VKN17', 'deliveryContext': {'isRedelivery': False}, 'timestamp': 1681366145428, 'source': {'type': 'user', 'userId': 'U4482c45b10a321dc59e8602369c3a608'}, 'replyToken': 'd2d5c9161ae4435b90fb19e45b853ef1', 'mode': 'active'}]}
[INFO][2023-04-13 14:09:05][LINE:165][app]: Time
[INFO][2023-04-13 14:09:05][LINE:196][app]: NanGang
[INFO][2023-04-13 14:09:05][LINE:197][app]: BanQiao
[INFO][2023-04-13 14:09:05][LINE:280][app]: NanGang
[INFO][2023-04-13 14:09:05][LINE:281][app]: BanQiao
[INFO][2023-04-13 14:09:05][LINE:284][app]: Search date : 2023/04/13
[INFO][2023-04-13 14:09:05][LINE:285][app]: Search time : 14:08
[INFO][2023-04-13 14:09:06][LINE:307][app]: 615
[INFO][2023-04-13 14:09:06][LINE:313][app]: 615
[INFO][2023-04-13 14:09:06][LINE:314][app]: 633
[INFO][2023-04-13 14:09:06][LINE:313][app]: 640
[INFO][2023-04-13 14:09:06][LINE:314][app]: 659
[INFO][2023-04-13 14:09:06][LINE:313][app]: 700
[INFO][2023-04-13 14:09:06][LINE:314][app]: 718
[INFO][2023-04-13 14:09:06][LINE:313][app]: 720
[INFO][2023-04-13 14:09:06][LINE:314][app]: 738
[INFO][2023-04-13 14:09:06][LINE:313][app]: 725
[INFO][2023-04-13 14:09:06][LINE:314][app]: 745
[INFO][2023-04-13 14:09:06][LINE:313][app]: 735
[INFO][2023-04-13 14:09:06][LINE:314][app]: 754
[INFO][2023-04-13 14:09:06][LINE:313][app]: 740
[INFO][2023-04-13 14:09:06][LINE:314][app]: 758
[INFO][2023-04-13 14:09:06][LINE:313][app]: 800
[INFO][2023-04-13 14:09:06][LINE:314][app]: 818
[INFO][2023-04-13 14:09:06][LINE:313][app]: 810
[INFO][2023-04-13 14:09:06][LINE:314][app]: 828
[INFO][2023-04-13 14:09:06][LINE:313][app]: 820
[INFO][2023-04-13 14:09:06][LINE:314][app]: 838
[INFO][2023-04-13 14:09:06][LINE:313][app]: 825
[INFO][2023-04-13 14:09:06][LINE:314][app]: 845
[INFO][2023-04-13 14:09:06][LINE:313][app]: 835
[INFO][2023-04-13 14:09:06][LINE:314][app]: 854
[INFO][2023-04-13 14:09:06][LINE:313][app]: 900
[INFO][2023-04-13 14:09:06][LINE:314][app]: 918
[INFO][2023-04-13 14:09:06][LINE:313][app]: 910
[INFO][2023-04-13 14:09:06][LINE:314][app]: 928
[INFO][2023-04-13 14:09:06][LINE:313][app]: 920
[INFO][2023-04-13 14:09:06][LINE:314][app]: 938
[INFO][2023-04-13 14:09:06][LINE:313][app]: 935
[INFO][2023-04-13 14:09:06][LINE:314][app]: 954
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1000
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1018
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1010
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1028
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1020
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1038
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1035
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1054
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1100
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1118
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1120
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1138
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1135
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1154
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1200
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1218
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1220
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1238
[INFO][2023-04-13 14:09:06][LINE:313][app]: 1235
[INFO][2023-04-13 14:09:06][LINE:314][app]: 1254
